id,home_team_id,away_team_id,home_team_score,away_team_score,date
0021600383,1610612759,1610612738,108,101,20161214
0021600384,1610612749,1610612741,108,97,20161215
0021600385,1610612740,1610612754,102,95,20161215
0021600386,1610612743,1610612757,132,120,20161215
0021600387,1610612756,1610612759,92,107,20161215
0021600388,1610612744,1610612752,103,90,20161215
0021600389,1610612764,1610612765,122,108,20161216
0021600390,1610612753,1610612751,118,111,20161216
0021600391,1610612738,1610612766,96,88,20161216
0021600392,1610612761,1610612737,121,125,20161216
0021600393,1610612741,1610612749,69,95,20161216
0021600394,1610612763,1610612758,92,96,20161216
0021600395,1610612745,1610612740,122,100,20161216
0021600396,1610612755,1610612747,89,100,20161216
0021600397,1610612748,1610612746,98,102,20161216
0021600398,1610612762,1610612742,103,100,20161216
0021600399,1610612760,1610612756,114,101,20161217
0021600400,1610612765,1610612754,90,105,20161217
0021600401,1610612737,1610612766,99,107,20161217
0021600402,1610612739,1610612747,119,108,20161217
0021600403,1610612750,1610612745,109,111,20161217
0021600404,1610612743,1610612752,127,114,20161217
0021600405,1610612744,1610612757,135,90,20161217
0021600406,1610612764,1610612746,117,110,20161218
0021600411,1610612742,1610612758,99,79,20161218
0021600407,1610612763,1610612762,73,82,20161218
0021600408,1610612755,1610612751,108,107,20161218
0021600409,1610612753,1610612761,79,109,20161218
0021600410,1610612748,1610612738,95,105,20161218
0021600412,1610612759,1610612740,113,100,20161218
0021600413,1610612754,1610612764,107,105,20161219
0021600414,1610612741,1610612765,113,82,20161219
0021600415,1610612760,1610612737,108,110,20161219
0021600416,1610612750,1610612756,115,108,20161219
0021600417,1610612743,1610612742,117,107,20161219
0021600418,1610612755,1610612740,93,108,20161220
0021600419,1610612766,1610612747,117,113,20161220
0021600420,1610612761,1610612751,116,104,20161220
0021600421,1610612752,1610612754,118,111,20161220
0021600422,1610612748,1610612753,130,136,20161220
0021600423,1610612749,1610612739,108,114,20161220
0021600424,1610612763,1610612738,109,112,20161220
0021600425,1610612745,1610612759,100,102,20161220
0021600426,1610612746,1610612743,119,102,20161220
0021600427,1610612744,1610612762,104,74,20161220
0021600428,1610612758,1610612757,126,121,20161220
0021600429,1610612739,1610612749,113,102,20161221
0021600430,1610612737,1610612750,84,92,20161221
0021600431,1610612765,1610612763,86,98,20161221
0021600432,1610612741,1610612764,97,107,20161221
0021600433,1610612740,1610612760,110,121,20161221
0021600434,1610612762,1610612758,93,94,20161221
0021600435,1610612756,1610612745,111,125,20161221
0021600436,1610612757,1610612742,95,96,20161221
0021600440,1610612754,1610612738,102,109,20161222
0021600437,1610612751,1610612744,101,117,20161222
0021600438,1610612752,1610612753,106,95,20161222
0021600439,1610612748,1610612747,115,107,20161222
0021600441,1610612746,1610612759,106,101,20161222
0021600442,1610612766,1610612741,103,91,20161223
0021600443,1610612753,1610612747,109,90,20161223
0021600444,1610612739,1610612751,119,99,20161223
0021600445,1610612738,1610612760,112,117,20161223
0021600446,1610612765,1610612744,113,119,20161223
0021600447,1610612749,1610612764,123,96,20161223
0021600448,1610612763,1610612745,115,109,20161223
0021600449,1610612740,1610612748,91,87,20161223
0021600450,1610612750,1610612758,105,109,20161223
0021600451,1610612743,1610612737,108,109,20161223
0021600452,1610612762,1610612761,98,104,20161223
0021600453,1610612756,1610612755,123,116,20161223
0021600454,1610612757,1610612759,90,110,20161223
0021600455,1610612746,1610612742,88,90,20161223
0021600456,1610612752,1610612738,114,119,20161225
0021600457,1610612739,1610612744,109,108,20161225
0021600458,1610612759,1610612741,119,100,20161225
0021600459,1610612760,1610612750,112,100,20161225
0021600460,1610612747,1610612746,111,102,20161225
0021600461,1610612764,1610612749,107,102,20161226
0021600462,1610612753,1610612763,112,102,20161226
0021600463,1610612751,1610612766,120,118,20161226
0021600464,1610612765,1610612739,106,90,20161226
0021600465,1610612741,1610612754,90,85,20161226
0021600466,1610612740,1610612742,111,104,20161226
0021600467,1610612745,1610612756,131,115,20161226
0021600468,1610612750,1610612737,104,90,20161226
0021600469,1610612757,1610612761,91,95,20161226
0021600470,1610612746,1610612743,102,106,20161226
0021600471,1610612758,1610612755,102,100,20161226
0021600472,1610612738,1610612763,113,103,20161227
0021600473,1610612748,1610612760,94,106,20161227
0021600474,1610612742,1610612745,107,123,20161227
0021600475,1610612747,1610612762,100,102,20161227
0021600476,1610612764,1610612754,111,105,20161228
0021600477,1610612753,1610612766,101,120,20161228
0021600478,1610612737,1610612752,102,98,20161228
0021600479,1610612765,1610612749,94,119,20161228
0021600480,1610612741,1610612751,101,99,20161228
0021600481,1610612740,1610612746,102,98,20161228
0021600482,1610612759,1610612756,119,98,20161228
0021600483,1610612743,1610612750,105,103,20161228
0021600484,1610612757,1610612758,102,89,20161228
0021600485,1610612744,1610612761,121,111,20161228
0021600486,1610612766,1610612748,91,82,20161229
0021600487,1610612763,1610612760,114,80,20161229
0021600488,1610612739,1610612738,124,118,20161229
0021600489,1610612762,1610612755,100,83,20161229
0021600490,1610612756,1610612761,99,91,20161229
0021600491,1610612747,1610612742,89,101,20161229
0021600492,1610612754,1610612741,111,101,20161230
0021600493,1610612764,1610612751,118,95,20161230
0021600494,1610612738,1610612748,117,114,20161230
0021600495,1610612740,1610612752,104,92,20161230
0021600496,1610612745,1610612746,140,116,20161230
0021600497,1610612750,1610612749,116,99,20161230
0021600498,1610612737,1610612765,105,98,20161230
0021600499,1610612759,1610612757,110,94,20161230
0021600500,1610612743,1610612755,122,124,20161230
