Draft,Year,Rnd,DT,OvPck,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
junsec,1986,6,6sc,95,5,Dodgers,N,,Keith Hayes,C,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
junsec,1986,7,6sc,102,5,Dodgers,Y,,Andy Bourne,OF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
jansec,1966,1,1sc,12,12,Giants,N,,Dick Tidrow,RHP,13.4,315,95,0,.095,.217,620,100,94,3.68,1.31,55,JC,Chabot College (Hayward, CA)
janreg,1966,1,1rg,17,17,Giants,Y,,Gary Bowman,OF,,,,,,,,,,,,,,
janreg,1966,2,1rg,35,16,Giants,N,,Stephen Lohrer,OF,,,,,,,,,,,,,JC,Nassau Community College (Garden City, NY)
janreg,1966,3,1rg,52,15,Giants,N,,Tony Muser,1B,-1.3,663,1268,7,.259,.631,,,,,,,JC,San Diego Mesa College (San Diego, CA)
junsec,1966,1,6sc,1,1,Giants,Y,,William Frost,RHP,,,,,,,,,,,,,4Yr,University of California, Berkeley (Berkeley, CA)
junsec,1966,2,6sc,21,1,Giants,N,,Kristopher Krebs,SS,,,,,,,,,,,,,JC,State College of Florida, Manatee-Sarasota (Bradenton, FL)
junsec,1966,3,6sc,41,1,Giants,N,,Gary Gentry,RHP,6.1,158,285,0,.095,.239,157,46,49,3.56,1.26,2,JC,Phoenix College (Phoenix, AZ)
junsec,1966,4,6sc,61,1,Giants,N,,Tom Murphy,RHP,8.5,176,289,1,.145,.361,439,68,101,3.78,1.33,59,4Yr,Ohio University (Athens, OH)
junsec,1966,5,6sc,79,1,Giants,N,,David Pratt,LHP,,,,,,,,,,,,,4Yr,Tennessee Technological University (Cookeville, TN)
jansec,1967,1,1sc,5,5,Giants,N,,Marv Galliher,INF,,,,,,,,,,,,,JC,San Diego Mesa College (San Diego, CA)
jansec,1967,2,1sc,25,5,Giants,N,,John Dow,OF,,,,,,,,,,,,,,
jansec,1967,3,1sc,45,5,Giants,N,,Ray Strable,RHP,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
jansec,1967,4,1sc,65,5,Giants,N,,Robert Garcia,OF,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
jansec,1967,5,1sc,85,5,Giants,N,,Daniel Blood,2B,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
jansec,1967,6,1sc,103,3,Giants,N,,James Magnuson,C,,,,,,,,,,,,,JC,College of San Mateo (San Mateo, CA)
jansec,1967,7,1sc,118,3,Giants,N,,Michael Pruett,LHP,,,,,,,,,,,,,,
janreg,1967,1,1rg,17,17,Giants,N,,Von Joshua,OF,-2.0,822,2234,30,.273,.686,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1967,2,1rg,34,14,Giants,N,,Brent Strom,LHP,1.1,75,102,0,.078,.244,100,22,39,3.95,1.32,0,JC,San Diego City College (San Diego, CA)
janreg,1967,3,1rg,51,14,Giants,Y,,Fred Fegan,C,,,,,,,,,,,,,4Yr,University of San Francisco (San Francisco, CA)
janreg,1967,4,1rg,65,12,Giants,N,,William Price,OF,,,,,,,,,,,,,HS,Fremont HS (Los Angeles, CA)
junsec,1967,1,6sc,16,16,Giants,Y,,Bobby Fenwick,SS,-0.6,41,56,0,.179,.452,,,,,,,4Yr,University of Minnesota (Minneapolis, MN)
junsec,1967,2,6sc,36,16,Giants,N,,Ken Hottman,OF,-0.2,6,16,0,.125,.301,,,,,,,JC,Sacramento City College (Sacramento, CA)
junsec,1967,3,6sc,56,16,Giants,Y,,Jim Johnson,LHP,-0.1,3,2,0,.000,.333,3,1,0,8.10,1.95,0,4Yr,Western Michigan University (Kalamazoo, MI)
junsec,1967,4,6sc,76,16,Giants,Y,,Earl Vickers,OF,,,,,,,,,,,,,4Yr,California State University, Fresno (Fresno, CA)
junsec,1967,5,6sc,96,16,Giants,N,,Thomas Brown,SS,,,,,,,,,,,,,4Yr,University of Miami (Coral Gables, FL)
junsec,1967,6,6sc,116,16,Giants,N,,Michael Willis,LHP,,,,,,,,,,,,,4Yr,University of Colorado (Boulder, CO)
junsec,1967,7,6sc,135,15,Giants,Y,,Jackie Fulmer,3B,,,,,,,,,,,,,4Yr,Arkansas State University (Jonesboro, AR)
junsec,1967,8,6sc,151,13,Giants,N,,Chuck Scrivener,SS,-0.3,145,310,2,.190,.490,,,,,,,JC,Community College of Baltimore County, Catonsville Campus (Catonsville, MD)
junsec,1967,9,6sc,164,10,Giants,N,,Gerald Hurt,RHP,,,,,,,,,,,,,4Yr,University of Missouri (Columbia, MO)
junsec,1967,10,6sc,174,8,Giants,N,,Arthur Pauls,RHP,,,,,,,,,,,,,4Yr,Lewis University (Romeoville, IL)
jansec,1968,1,1sc,2,2,Giants,Y,,Stephen Garman,RHP,,,,,,,,,,,,,4Yr,University of Idaho (Moscow, ID)
jansec,1968,2,1sc,22,2,Giants,N,,Tim Huntley,OF,,,,,,,,,,,,,JC,Spokane Community College (Spokane, WA)
jansec,1968,3,1sc,42,2,Giants,Y,,Donald Paulsen,OF,,,,,,,,,,,,,,
jansec,1968,4,1sc,62,2,Giants,N,,Pat Westley,SS,,,,,,,,,,,,,JC,Phoenix College (Phoenix, AZ)
jansec,1968,5,1sc,82,2,Giants,N,,Tom Schweitzer,LHP,,,,,,,,,,,,,4Yr,Fairmont State College (Fairmont, WV)
jansec,1968,6,1sc,101,2,Giants,Y,,Edgar Thomas,1B,,,,,,,,,,,,,,
jansec,1968,7,1sc,119,2,Giants,N,,John Frilling,OF,,,,,,,,,,,,,JC,Indian River State College (Fort Pierce, FL)
jansec,1968,8,1sc,132,1,Giants,N,,Ed Assaf,RHP,,,,,,,,,,,,,4Yr,University of Southern Mississippi (Hattiesburg, MS)
jansec,1968,9,1sc,143,1,Giants,N,,Marty Pfenninger,SS,,,,,,,,,,,,,,
janreg,1968,1,1rg,18,18,Giants,Y,,Steve Sibley,LHP,,,,,,,,,,,,,JC,El Camino College (Torrance, CA)
janreg,1968,2,1rg,38,18,Giants,Y,,Garry Maddox,OF,36.8,1749,6331,117,.285,.733,,,,,,,HS,San Pedro HS (San Pedro, CA)
janreg,1968,3,1rg,55,15,Giants,Y,,George Foster,OF,44.2,1977,7023,348,.274,.818,,,,,,,JC,El Camino College (Torrance, CA)
janreg,1968,4,1rg,72,15,Giants,N,,Alan Truskowski,LHP,,,,,,,,,,,,,JC,Wallace CC (MI)
janreg,1968,5,1rg,88,14,Giants,N,,Wayne Harlan,3B,,,,,,,,,,,,,JC,Yakima Valley Community College (Yakima, WA)
janreg,1968,6,1rg,102,14,Giants,N,,James Bianchi,SS,,,,,,,,,,,,,,
janreg,1968,7,1rg,114,12,Giants,N,,Lawrence Haynes,OF,,,,,,,,,,,,,,
junsec,1968,1,6sc,3,3,Giants,Y,,Ed Goodson,SS,-0.1,515,1266,30,.260,.671,,,,,,,4Yr,East Tennessee State University (Johnson City, TN)
junsec,1968,2,6sc,23,3,Giants,N,,Harry Saferight,C,,,,,,,,,,,,,JC,State College of Florida, Manatee-Sarasota (Bradenton, FL)
junsec,1968,3,6sc,43,3,Giants,N,,Patrick Roark,OF,,,,,,,,,,,,,JC,San Diego Mesa College (San Diego, CA)
junsec,1968,4,6sc,63,3,Giants,Y,,Edmund Mantie,RHP,,,,,,,,,,,,,4Yr,Syracuse University (Syracuse, NY)
junsec,1968,5,6sc,86,3,Giants,N,,Tom Schweitzer,LHP,,,,,,,,,,,,,4Yr,Fairmont State College (Fairmont, WV)
junsec,1968,6,6sc,106,3,Giants,N,,Gerald Christman,LHP,,,,,,,,,,,,,4Yr,University of Michigan (Ann Arbor, MI)
junsec,1968,7,6sc,121,3,Giants,Y,,Dick Hanselman,LHP,,,,,,,,,,,,,JC,St. Johns River State College (Palatka, FL)
jansec,1969,1,1sc,19,19,Giants,N,,Thomas Frye,OF,,,,,,,,,,,,,,
jansec,1969,2,1sc,43,19,Giants,N,,Howard Casey,LHP,,,,,,,,,,,,,JC,Umpqua Community College (Roseburg, OR)
jansec,1969,3,1sc,67,19,Giants,N,,Pat Cech,RHP,,,,,,,,,,,,,JC,Glendale Community College (Glendale, CA)
jansec,1969,4,1sc,91,19,Giants,Y,,Steve Stone,RHP,17.0,159,219,0,.100,.257,320,107,93,3.97,1.35,1,4Yr,Kent State University (Kent, OH)
jansec,1969,5,1sc,113,17,Giants,N,,Edgar Avila,LHP,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1969,1,1rg,17,17,Giants,N,,Daniel Bondon,OF,,,,,,,,,,,,,,
janreg,1969,2,1rg,41,17,Giants,N,,Jim Stedman,RHP,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
janreg,1969,3,1rg,65,17,Giants,N,,Joe Jacobsen,C,,,,,,,,,,,,,JC,Fresno City College (Fresno, CA)
janreg,1969,4,1rg,88,16,Giants,N,,Robert Garcia,OF,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
janreg,1969,5,1rg,107,12,Giants,N,,Scott Wolfe,2B,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
janreg,1969,6,1rg,126,12,Giants,N,,Glenn Borgmann,C,5.6,474,1294,16,.229,.630,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1969,7,1rg,141,8,Giants,N,,Larry Dierks,LHP,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
janreg,1969,8,1rg,153,8,Giants,N,,Randall Shroll,RHP,,,,,,,,,,,,,JC,College of Southern Idaho (Twin Falls, ID)
junsec,1969,1,6sc,2,2,Giants,Y,,Jake Brown,C,-0.3,41,43,0,.209,.571,,,,,,,4Yr,Southern University and A&M College (Baton Rouge, LA)
junsec,1969,2,6sc,26,2,Giants,N,,Daniel Ragland,3B,,,,,,,,,,,,,JC,Ranger College (Ranger, TX)
junsec,1969,3,6sc,49,2,Giants,N,,David Carey,RHP,,,,,,,,,,,,,,
junsec,1969,4,6sc,72,2,Giants,N,,Richard Dierker,RHP,,,,,,,,,,,,,JC,Los Angeles Pierce College (Woodland Hills, CA)
jansec,1970,1,1sc,2,2,Giants,Y,,Chris Speier,SS,30.6,2260,7156,112,.246,.676,,,,,,,JC,Laney College (Oakland, CA)
jansec,1970,2,1sc,26,2,Giants,N,,Stan Hamlin,RHP,,,,,,,,,,,,,JC,Bakersfield College (Bakersfield, CA)
jansec,1970,3,1sc,50,2,Giants,Y,,Andrew Nelson,RHP,,,,,,,,,,,,,JC,Everett Community College (Everett, WA)
jansec,1970,4,1sc,75,3,Giants,N,,Brian Applegate,SS,,,,,,,,,,,,,JC,San Diego Mesa College (San Diego, CA)
jansec,1970,5,1sc,100,3,Giants,N,,Craig Barnes,1B,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
jansec,1970,6,1sc,119,2,Giants,Y,,Clare Leifer,2B,,,,,,,,,,,,,,
jansec,1970,7,1sc,132,2,Giants,N,,Ernie Henrickson,RHP,,,,,,,,,,,,,4Yr,Washington State University (Pullman, WA)
jansec,1970,8,1sc,143,2,Giants,N,,John Behrens,INF,,,,,,,,,,,,,JC,Fresno City College (Fresno, CA)
janreg,1970,1,1rg,18,18,Giants,Y,,Randy Moffitt,RHP,5.7,490,86,0,.140,.345,534,43,52,3.65,1.35,96,4Yr,California State University, Long Beach (Long Beach, CA)
janreg,1970,2,1rg,42,18,Giants,Y,,Chuck Erickson,OF,,,,,,,,,,,,,JC,Los Angeles Pierce College (Woodland Hills, CA)
janreg,1970,3,1rg,66,18,Giants,N,,Bruce Frankum,RHP,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
janreg,1970,4,1rg,91,19,Giants,Y,,Stephen Faria,C,,,,,,,,,,,,,JC,Ohlone College (Fremont, CA)
janreg,1970,5,1rg,114,17,Giants,N,,Mike Hansen,RHP,,,,,,,,,,,,,JC,San Diego City College (San Diego, CA)
janreg,1970,6,1rg,133,13,Giants,Y,,Terry Nelson,INF,,,,,,,,,,,,,JC,Antelope Valley College (Lancaster, CA)
janreg,1970,7,1rg,149,11,Giants,N,,Russ Atterbery,C,,,,,,,,,,,,,JC,College of the Siskiyous (Weed, CA)
janreg,1970,8,1rg,160,9,Giants,N,,Dennis Primeau,SS,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1970,9,1rg,167,6,Giants,N,,Arthur Carpenter,LHP,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
janreg,1970,10,1rg,173,5,Giants,N,,James Whaley,3B,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1970,11,1rg,177,3,Giants,N,,Charles Berg,OF,,,,,,,,,,,,,JC,Bakersfield College (Bakersfield, CA)
janreg,1970,12,1rg,181,3,Giants,N,,Lamar Crook,OF,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
janreg,1970,13,1rg,185,3,Giants,N,,Bruce Courtmanch,RHP,,,,,,,,,,,,,JC,Bellevue Community College (Bellevue, WA)
janreg,1970,14,1rg,187,2,Giants,Y,,Gary Williams,RHP,,,,,,,,,,,,,JC,Shoreline Community College (Shoreline, WA)
janreg,1970,15,1rg,189,2,Giants,N,,Philip Jones,INF,,,,,,,,,,,,,JC,Spokane Community College (Spokane, WA)
janreg,1970,16,1rg,191,2,Giants,N,,Steven Schrader,INF,,,,,,,,,,,,,JC,El Camino College (Torrance, CA)
janreg,1970,17,1rg,193,2,Giants,Y,,Robert Ulrich,RHP,,,,,,,,,,,,,4Yr,California State University, Fresno (Fresno, CA)
junsec,1970,1,6sc,1,1,Giants,Y,,Dave Kingman,RHP,17.3,1941,6677,442,.236,.780,2,0,0,9.00,2.25,0,4Yr,University of Southern California (Los Angeles, CA)
junsec,1970,2,6sc,25,1,Giants,N,,Pete Varney,1B,0.3,69,190,5,.247,.661,,,,,,,4Yr,Harvard University (Cambridge, MA)
junsec,1970,3,6sc,49,1,Giants,Y,,Jim Barr,RHP,30.7,421,513,1,.162,.396,454,101,112,3.56,1.28,12,4Yr,University of Southern California (Los Angeles, CA)
jansec,1971,1,1sc,8,8,Giants,N,,Mike Swenton,OF,,,,,,,,,,,,,4Yr,University of Oklahoma (Norman, OK)
jansec,1971,2,1sc,32,7,Giants,N,,Rudy Kinard,2B,,,,,,,,,,,,,4Yr,University of Tennessee (Knoxville, TN)
jansec,1971,3,1sc,56,7,Giants,N,,Tim Sherrill,1B,,,,,,,,,,,,,4Yr,Miami Dade College, Kendall Campus (Miami, FL)
jansec,1971,4,1sc,80,7,Giants,Y,,Stephen Lee,LHP,,,,,,,,,,,,,4Yr,California State University, Northridge (Los Angeles, CA)
jansec,1971,5,1sc,99,5,Giants,N,,Paul Djakonow,3B,,,,,,,,,,,,,,
jansec,1971,6,1sc,115,5,Giants,N,,Warren Brusstar,RHP,3.8,330,32,0,.094,.296,340,28,16,3.51,1.36,14,,
jansec,1971,7,1sc,123,5,Giants,Y,,Robert VanderSluis,RHP,,,,,,,,,,,,,4Yr,Northwest Nazarene University (Nampa, ID)
jansec,1971,8,1sc,131,5,Giants,N,,David Whitney,LHP,,,,,,,,,,,,,,
janreg,1971,1,1rg,16,16,Giants,N,,Robert Makoski,1B,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1971,2,1rg,38,15,Giants,Y,,Richard Thompson,LHP,,,,,,,,,,,,,JC,Cypress College (Cypress, CA)
janreg,1971,3,1rg,58,13,Giants,N,,Joseph Remcisz,SS,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1971,4,1rg,76,11,Giants,N,,David Harness,1B,,,,,,,,,,,,,JC,El Camino College (Torrance, CA)
janreg,1971,5,1rg,90,9,Giants,Y,,Matthew Werderber,RHP,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
janreg,1971,6,1rg,102,7,Giants,N,,David Bryant,SS,,,,,,,,,,,,,JC,Mount Hood Community College (Gresham, OR)
janreg,1971,7,1rg,111,5,Giants,Y,,George Maldonado,OF,,,,,,,,,,,,,4Yr,University of Nevada, Reno (Reno, NV)
janreg,1971,8,1rg,116,2,Giants,N,,Chris Tust,OF,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
janreg,1971,9,1rg,120,2,Giants,N,,Michael Ferney,RHP,,,,,,,,,,,,,JC,Yavapai College (Prescott, AZ)
janreg,1971,10,1rg,123,2,Giants,N,,Robert Burton,RHP,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
janreg,1971,11,1rg,126,2,Giants,N,,James Cannon,RHP,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
junsec,1971,1,6sc,6,6,Giants,Y,,Steve Stroughter,OF,-0.3,26,47,1,.170,.491,,,,,,,JC,College of the Sequoias (Visalia, CA)
junsec,1971,1,6sc,10,10,Giants,N,,Paul Patterson,RHP,,,,,,,,,,,,,,
junsec,1971,2,6sc,28,5,Giants,N,,Terry Farmer,RHP,,,,,,,,,,,,,JC,Chipola College (Marianna, FL)
junsec,1971,2,6sc,34,10,Giants,Y,,Gordon Carter,OF,,,,,,,,,,,,,4Yr,University of Southern California (Los Angeles, CA)
junsec,1971,3,6sc,56,9,Giants,Y,,Bill Adkison,INF,,,,,,,,,,,,,4Yr,Central Washington University (Ellensburg, WA)
jansec,1972,1,1sc,12,12,Giants,Y,,Kenny Roberts,RHP,,,,,,,,,,,,,JC,El Camino College (Torrance, CA)
jansec,1972,2,1sc,36,12,Giants,Y,,Gary Alexander,C,0.6,432,1276,55,.230,.722,,,,,,,JC,Los Angeles Harbor College (Wilmington, CA)
jansec,1972,3,1sc,58,11,Giants,N,,Joe Barkauskas,C,,,,,,,,,,,,,4Yr,Lafayette College (Easton, PA)
jansec,1972,4,1sc,78,9,Giants,N,,Terry Farmer,RHP,,,,,,,,,,,,,JC,Chipola College (Marianna, FL)
jansec,1972,5,1sc,95,8,Giants,N,,J.P. Pierson,OF,,,,,,,,,,,,,JC,Glendale Community College (Glendale, CA)
jansec,1972,6,1sc,104,4,Giants,Y,,Seldon Morton,1B,,,,,,,,,,,,,JC,Skyline College (San Bruno, CA)
jansec,1972,7,1sc,110,4,Giants,N,,Lamar Jones,RHP,,,,,,,,,,,,,JC,Georgia Perimeter College (Covington, GA)
janreg,1972,1,1rg,20,20,Giants,Y,,Kenneth Kollmyer,LHP,,,,,,,,,,,,,JC,San Diego City College (San Diego, CA)
janreg,1972,2,1rg,44,20,Giants,Y,,Reggie Walton,1B,0.0,56,104,2,.250,.670,,,,,,,JC,Compton Community College (Compton, CA)
janreg,1972,3,1rg,67,19,Giants,N,,Michael LaBare,OF,,,,,,,,,,,,,JC,Bakersfield College (Bakersfield, CA)
janreg,1972,4,1rg,86,15,Giants,N,,Craig Cornwell,RHP,,,,,,,,,,,,,JC,Pasadena City College (Pasadena, CA)
janreg,1972,5,1rg,101,11,Giants,Y,,James Emery,LHP,,,,,,,,,,,,,JC,College of San Mateo (San Mateo, CA)
janreg,1972,6,1rg,113,8,Giants,N,,Harold Sinclair,3B,,,,,,,,,,,,,4Yr,Coastal Bend College (Beeville, TX)
janreg,1972,7,1rg,122,5,Giants,Y,,Barry Moss,OF,,,,,,,,,,,,,JC,Los Angeles Pierce College (Woodland Hills, CA)
janreg,1972,8,1rg,129,3,Giants,N,,Kevin Darke,P,,,,,,,,,,,,,JC,Chaffey College (Rancho Cucamonga, CA)
janreg,1972,9,1rg,135,2,Giants,N,,Lou Irwin,P,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
janreg,1972,10,1rg,139,1,Giants,N,,Richard Hance,1B,,,,,,,,,,,,,JC,Bakersfield College (Bakersfield, CA)
janreg,1972,11,1rg,143,1,Giants,N,,Michael Turk,1B,,,,,,,,,,,,,JC,Vallejo JC (Fairfield, CA)
janreg,1972,12,1rg,147,1,Giants,N,,Michael Supernak,P,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1972,13,1rg,149,1,Giants,N,,Jeff Bartelt,P,,,,,,,,,,,,,JC,Treasure Valley Community College (Ontario, OR)
janreg,1972,14,1rg,151,1,Giants,N,,Gregory Brinkley,OF,,,,,,,,,,,,,JC,Treasure Valley Community College (Ontario, OR)
janreg,1972,15,1rg,152,1,Giants,Y,,Henry Jones,INF,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
junsec,1972,1,6sc,18,18,Giants,Y,,Lewis Reasonover,SS,,,,,,,,,,,,,JC,Gulf Coast State College (Panama City, FL)
junsec,1972,2,6sc,36,13,Giants,Y,,Jeff McKay,RHP,,,,,,,,,,,,,JC,Treasure Valley Community College (Ontario, OR)
junsec,1972,3,6sc,44,6,Giants,N,,Sylvester Washington,OF,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
junsec,1972,4,6sc,49,3,Giants,Y,,Terry Cornutt,RHP,0.2,29,1,0,.000,.000,29,1,2,3.61,1.29,0,JC,Linn-Benton Community College (Albany, OR)
junsec,1972,5,6sc,53,3,Giants,N,,Craig Cornwell,RHP,,,,,,,,,,,,,JC,Pasadena City College (Pasadena, CA)
jansec,1973,1,1sc,23,23,Giants,Y,,Dave Heaverlo,RHP,7.4,163,13,0,.231,.516,356,26,26,3.41,1.39,26,4Yr,Central Washington University (Ellensburg, WA)
jansec,1973,2,1sc,46,22,Giants,N,,Steve Wilkins,OF,,,,,,,,,,,,,JC,Treasure Valley Community College (Ontario, OR)
jansec,1973,3,1sc,65,19,Giants,Y,,Dennis Smith,1B,,,,,,,,,,,,,4Yr,Miami University of Ohio (Oxford, OH)
jansec,1973,4,1sc,77,12,Giants,N,,Robert Alonzo,INF,,,,,,,,,,,,,,
jansec,1973,5,1sc,85,8,Giants,N,,Bill Przygocki,P,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
jansec,1973,6,1sc,91,6,Giants,N,,Craig Cornwell,P,,,,,,,,,,,,,JC,Pasadena City College (Pasadena, CA)
jansec,1973,7,1sc,96,5,Giants,N,,Peter Cervantes,C,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
janreg,1973,1,1rg,5,5,Giants,Y,,John Andrews,SS,,,,,,,,,,,,,JC,Lincoln Land Community College (Springfield, IL)
janreg,1973,2,1rg,29,5,Giants,N,,Rob Picciolo,INF,-2.1,731,1628,17,.234,.558,,,,,,,JC,Santa Monica College (Santa Monica, CA)
janreg,1973,3,1rg,51,4,Giants,N,,Bill Malpass,SS,,,,,,,,,,,,,JC,West Valley College (Saratoga, CA)
janreg,1973,4,1rg,71,3,Giants,Y,,James Davidson,RHP,,,,,,,,,,,,,JC,Linn-Benton Community College (Albany, OR)
janreg,1973,5,1rg,88,2,Giants,N,,William Kolarik,P,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
janreg,1973,6,1rg,103,2,Giants,N,,Kevin Nelson,P,,,,,,,,,,,,,JC,College of Southern Idaho (Twin Falls, ID)
janreg,1973,7,1rg,115,2,Giants,N,,Mark Weldon,INF,,,,,,,,,,,,,JC,Green River Community College (Auburn, WA)
janreg,1973,8,1rg,123,2,Giants,N,,Thomas Park,P,,,,,,,,,,,,,JC,Bellevue Community College (Bellevue, WA)
janreg,1973,9,1rg,130,2,Giants,N,,Stephen Corn,P,,,,,,,,,,,,,JC,Spokane Falls Community College (Spokane, WA)
janreg,1973,10,1rg,136,1,Giants,N,,Doug Johnson,P,,,,,,,,,,,,,JC,Scottsdale Community College (Scottsdale, AZ)
junsec,1973,1,6sc,4,4,Giants,Y,,Pete Falcone,LHP,8.9,325,416,1,.149,.340,325,70,90,4.07,1.43,7,JC,Kingsborough Community College (Brooklyn, NY)
jansec,1974,1,1sc,12,12,Giants,N,,Clifford Mays,RHP,,,,,,,,,,,,,4Yr,Eastern Illinois University (Charleston, IL)
jansec,1974,2,1sc,36,12,Giants,N,,Leslie Hemby,C,,,,,,,,,,,,,JC,Blinn College (Brenham, TX)
jansec,1974,3,1sc,54,10,Giants,Y,,Gary Atwell,OF,,,,,,,,,,,,,4Yr,Arizona State University (Tempe, AZ)
jansec,1974,4,1sc,65,5,Giants,Y,,Daniel Beitey,RHP,,,,,,,,,,,,,4Yr,Eastern Illinois University (Charleston, IL)
jansec,1974,5,1sc,69,1,Giants,Y,,Mark Erickson,1B,,,,,,,,,,,,,4Yr,Eastern Illinois University (Charleston, IL)
janreg,1974,1,1rg,20,20,Giants,Y,,Daniel Smith,LHP,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
janreg,1974,2,1rg,43,19,Giants,N,,Arthur Spann,OF,,,,,,,,,,,,,4Yr,Alcorn State University (Lorman, MS)
janreg,1974,3,1rg,64,17,Giants,N,,Larry Nevarez,RHP,,,,,,,,,,,,,JC,Ventura College (Ventura, CA)
janreg,1974,4,1rg,83,15,Giants,N,,Tyrone Osborne,RHP,,,,,,,,,,,,,,
janreg,1974,5,1rg,101,14,Giants,N,,Mark Miggins,1B,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1974,6,1rg,115,11,Giants,N,,Steven Turner,P,,,,,,,,,,,,,JC,Treasure Valley Community College (Ontario, OR)
janreg,1974,7,1rg,129,11,Giants,N,,Dale Yraguen,RHP,,,,,,,,,,,,,JC,Treasure Valley Community College (Ontario, OR)
jansec,1975,1,1sc,17,17,Giants,Y,,David Anderson,RHP,,,,,,,,,,,,,JC,Arizona Western College (Yuma, AZ)
jansec,1975,2,1sc,41,17,Giants,N,,Jeffrey Ross,P,,,,,,,,,,,,,4Yr,California State University, Fresno (Fresno, CA)
jansec,1975,3,1sc,64,16,Giants,N,,Billy Severns,OF,,,,,,,,,,,,,4Yr,University of Oklahoma (Norman, OK)
janreg,1975,1,1rg,7,7,Giants,Y,,Gene Schmidt,RHP,,,,,,,,,,,,,JC,El Camino College (Torrance, CA)
janreg,1975,2,1rg,31,7,Giants,Y,,Rick Steen,RHP,,,,,,,,,,,,,JC,Ventura College (Ventura, CA)
janreg,1975,3,1rg,53,6,Giants,N,,Frank Marini,OF,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1975,4,1rg,74,5,Giants,N,,Dave Hostetler,1B,-0.2,255,818,37,.229,.720,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1975,5,1rg,93,4,Giants,N,,John Guarino,OF,,,,,,,,,,,,,4Yr,Pepperdine University (Malibu, CA)
janreg,1975,6,1rg,108,4,Giants,Y,,Alan Ayres,OF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1975,7,1rg,119,3,Giants,Y,,Dennis Lee,2B,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1975,8,1rg,129,3,Giants,Y,,Patrick Ryan,INF,,,,,,,,,,,,,JC,Pasadena City College (Pasadena, CA)
janreg,1975,9,1rg,138,3,Giants,N,,Butch Rowe,SS,,,,,,,,,,,,,JC,West Valley College (Saratoga, CA)
janreg,1975,10,1rg,143,2,Giants,N,,Joseph Berriatua,1B,,,,,,,,,,,,,JC,College of San Mateo (San Mateo, CA)
janreg,1975,11,1rg,148,2,Giants,Y,,Luis Pereiro,INF,,,,,,,,,,,,,,
janreg,1975,12,1rg,151,2,Giants,N,,Tom Pagnozzi,SS,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
janreg,1975,13,1rg,154,2,Giants,N,,John Braas,P,,,,,,,,,,,,,JC,Bakersfield College (Bakersfield, CA)
janreg,1975,14,1rg,156,1,Giants,Y,,Steve Watson,RHP,,,,,,,,,,,,,JC,Spokane Falls Community College (Spokane, WA)
